1	Uncommon	21	Target Monster	リオレウス亜種	Azure Rathalos	1700	6★	-	-	-	1	Mantle (Red)	-	-	-	-	<オープン>:このカードはあなたのターンにしかオープンできない。あなたの手札をすべて捨てる。このカード以外のあなたの 準備ゾーンにあるすべてのカードを捨てる。その後、狩場にあるハンターの中で先頭のハンターを横向きにする。	村山 竜大	-	-	-	<Open>: This card can only be opened during your turn. Discard all cards from your hand. Discard all cards from your Preparation Zone except this card. After that, turn the lead Hunter in the Hunting Ground horizontal.	<Open> : This card can only be opened during your turn. Discard all cards from your hand and from your Preparation Zone except this card. After that, turn the lead Hunter in the Hunting Ground horizontal.
1	Rare	22	Target Monster	ドドブランゴ亜種	Copper Blangonga	2500	7★	-	-	-	1	Hide (Yellow)	-	-	-	-	<オープン>: 相手の準備ゾーンにあるカードを1枚選んで、表向きにする。	松島 一夫	-	-	-	<Open>: Choose 1 card in your opponent's Preparation Zone and flip it face up.	
1	Ultra Rare	23	Target Monster	ナルガクルガ	Nargacuga	3300	7★	-	-	-	1	Mantle (Red)	-	-	-	-	<オープン>: 相手の準備ゾーンにあるカードを1枚選んで、表向きにする。	山宗	-	-	-	<Open>: Choose 1 card in your opponent's Preparation Zone and flip it face up.	
1	Common	24	Target Monster	ヒプノック	Hypnocatrice	2500	7★	-	-	-	1	Shell (Yellow)	-	-	-	-	<オープン>:狩場にあるアクティヴ能力を持つハンターを1枚選ぶ。そのハンターはターンの終了時まで、アクティヴ能力を使用できない。	Daisuke Izuka	-	-	-	<Open>: Choose a Hunter with an Active Ability in the Hunting Ground. That Hunter cannot use its Active Ability until the end of the turn.	
1	Common	25	Target Monster	リオレイア	Rathian	3300	7★	-	-	-	2	Mantle (Red)	-	-	-	-	-	緑川 美帆	-	-	-	-	
1	Rare	26	Target Monster	オオナズチ	Chameleos	5300	8★	-	-	-	2	Gem (Purple)	-	-	-	-	<オープン>: 相手の準備ゾーンにあるカードを1枚選んで、裏向き にする。	木下 勇樹	-	-	-	<Open>: Choose a card in your opponent's preparation zone and flip it face down.	
1	Ultra Rare	27	Target Monster	クシャルダオラ	Kushala Daora	6000	8★	-	-	-	3	Gem (Purple)	-	-	-	-	-	二見 敬之	-	-	-	-	
1	Rare	28	Target Monster	ディアブロス亜種	Black Diablos	4700	8★	-	-	-	2	Mantle (Red)	-	-	-	-	<オープン>: 相手の準備ゾーンにあるカードを1枚選んで、表向きにする。	小城 崇志	-	-	-	<Open>: Choose a card in your opponent's Preparation Zone and flip it face up.	
1	Common	29	Hunter	クリムゾンゴート	Crimson Goat	400	2★	Great Sword	-	0	-	-	-	ブランゴシリーズ	-	-	-	三好 載克	Blango Armor	-	-	-	
1	Common	30	Hunter	煌剣リオレウス	Rathalos Glinsword	700	4★	Great Sword	Great Sword	Shell (Yellow)	-	-	-	レウスSシリーズ	-	-	<オープン>: 狩場にある『太刀』を1枚選んで、狩りの終了時まで、 パワー+300。	春乃壱	Rathalos S Armor	-	-	<Open>: Choose 1 "Long Sword" in the Hunting Ground and give it +300 Power until the end of the hunt.	<Open>: Choose 1 "Long Sword" Hunter within the Hunting Ground and give it +300 Power until the end of the hunt.
1	Rare	31	Hunter	暗夜剣【宵闇】	Dark of Night	1200	6★	Great Sword	Great Sword	Mantle (Red)	-	-	-	ナルガXシリーズ	-	-	<オート / キャンプ>: あなたのターンの開始時、あなたの手札を 2枚選んで、捨ててよい。2枚捨てたならば、このカードはター ンの終了時まで、以下の能力を得る。「<オート/狩場>このカー ドが狩りに参加した時、狩りの終了時まで、このカードのパワー +900。この能力は1ターンに1回しか発動しない。」	タカヤマ トシアキ	Narga X Armor	-	-	<Auto/Camp>: At the start of your turn, you may choose and discard 2 cards from your hand. If you discard 2 cards, this card gains the following ability until the end of the turn. "<Auto/Hunting Ground> When this card participates in a hunt, this card gets +900 Power until the end of the hunt. This ability can only be activated once per turn."	<Auto/Camp> : At the start of your turn, you may discard 2 cards from your hand to activate the following ability until the end of the turn. {{{LINEBREAK}}}<Auto/Hunting Ground> : When this card participates in a hunt, this card gets +900 Power until the end of the hunt. This ability can only be activated once per turn.
1	Common	32	Hunter	鬼斬破	Devil Slicer	400	2★	Long Sword	-	0	-	-	-	ハンターシリーズ	-	-	-	Mitsuhiro Arita	Hunter's Armor	-	-	-	
1	Uncommon	33	Hunter	鬼神斬破刀	True Devil Slicer	500	4★	Long Sword	Long Sword	Scale (Yellow)	-	-	-	ナルガSシリーズ	-	-	<オート/狩場>: あなたの手札が4枚以上ある場合、このカードの パワー+400。	米谷 尚展	Narga S Armor	-	-	<Auto/Hunting Ground>: If you have 4 or more cards in your hand, this card gets +400 Power.	
1	Common	34	Hunter	クレセントヴァイス	Weiss Crescent	600	4★	Long Sword	Long Sword	Shell (Yellow)	-	-	-	モノブロスSシリーズ	-	-	<オート/キャンプ>:このカードが手札か準備ゾーンからキャンプ に出た時、あなたの手札を1枚選んで、捨てる。捨てたならば、あなたの 山札から『大剣』を1枚まで選んで、相手に見せてから手札に加える。 その後、シャッフルする。{{{LINEBREAK}}}<オープン>: 狩場にある『大剣』を1枚選んで、狩りの終了時まで、 パワー+300。	春乃壱	Mono S Armor	-	-	<Auto/Camp>: When this card is sent to the Camp from your hand or Preparation Zone, choose 1 card from your hand and discard it. If you discard it, choose up to 1 "Great Sword" from your deck, show it to your opponent, and add it to your hand. Then shuffle.{{{LINEBREAK}}}<Open>: Choose 1 "Great Sword" in the Hunting Ground and give it +300 Power until the end of the hunt.	<Auto/Camp> : When this card is sent to the camp from your hand or Preparation zone, you may choose 1 card from your hand and discard it. You may then search your deck for one "Great Sword" hunter. Reveal it, add it to your hand and then shuffle your deck.{{{LINEBREAK}}}<Open> : Choose 1 "Great Sword" in the Hunting Ground. It gets +300 Power until the end of the Hunt.
1	Rare	35	Hunter	黒刀【終ノ型】	Final Black Katana	1400	5★	Long Sword	Long Sword	Mantle (Red)	-	-	-	S・ソルZシリーズ	-	-	<オート/狩場>: あなたの手札が6枚以上ある場合、このカードの パワー+600。	百瀬 寿	Silver Sol Z Armor	-	-	<Auto/Hunting Ground>: If you have 6 or more cards in your hand, this card gets +600 Power.	
1	Common	36	Hunter	コロナ	Corona	400	2★	Sword and Shield	-	0	-	-	-	ギアノスシリーズ	-	-	-	miche	Giaprey Armor	-	-	-	
1	Common	37	Hunter	ハイガノススパイク	Plesioth Direspike	800	4★	Sword and Shield	Sword and Shield	Shell (Yellow)	-	-	-	パピメルSシリーズ	-	-	-	MID	Butterfly S Armor	-	-	-	
1	Uncommon	38	Hunter	雷神宝剣キリン	Kirin Bolt Maximus	700	4★	Sword and Shield	Sword and Shield	Shell (Yellow)	-	-	-	クックSシリーズ	-	-	<オート / 狩場>: 狩場にあなたの★5以上の『双剣』がある場合、 このカードのパワー+500。	小城 崇志	Kut-Ku S Armor	-	-	<Auto/Hunting Ground>: If you have a 5★ or above "Dual Blades" in the Hunting Ground, this card gets +500 Power.	<Auto/Hunting Ground>: If you have a 5★ or above "Dual Blades" Hunter within the Hunting Ground, this card gets +500 Power.
1	Rare	39	Hunter	呪王剣チャチャブー	Hexed Shaka Sword	1400	5★	Sword and Shield	Sword and Shield	Sac (Red)	-	-	-	ヒプノXシリーズ	-	-	<オート/狩場>: あなたの素材置場にある「キングチャチャブー」 1枚につき、このカードのパワー+300。	成庵	Hypno X Armor	-	-	<Auto/Hunting Ground>: For each "King Shakalaka" in your Material Storage, this card gets +300 Power.	<Auto/Hunting Ground> : This card gets +300 Power for every "King Shakalaka" in your material storage.
1	Common	40	Hunter	ブレイドエッジ改	Bladed Edges+	200	2★	Dual Blades	Dual Blades	0	-	-	-	ボーンシリーズ	-	-	<オート/狩場>: あなたの準備ゾーンにある裏向きのカード1枚 につき、このカードのパワー+100。	toma	Bone Armor	-	-	<Auto/Hunting Ground>: This card gets +100 Power for each face down card in your Preparation Zone.	
1	Uncommon	41	Hunter	ゲキリュウノツガイ	Wyvern Strife	700	4★	Dual Blades	Dual Blades	Scale (Yellow)	-	-	-	ガノスSシリーズ	-	-	<オート/キャンプ>:このカードが手札か準備ゾーンからキャンプ に出た時、あなたの山札の上からカードを1枚公開する。公開した カードがターゲットモンスターならば、そのカードを表向きで素材置場に置く。ターゲットモンスターでないならば、そのカードを手札 に加える。	木下 勇樹	Plesioth S Armor	-	-	<Auto/Camp>: When this card is sent to the Camp from your hand or Preparation Zone, reveal the top card of your deck. If the revealed card is a Target Monster, place it face up in your Material Storage. If it is not a Target Monster, add it to your hand.	<Auto/Camp>: When this card is sent to the Camp from your hand or Preparation Zone, reveal the top card of your deck. If the revealed card is a Target Monster, place it face up in your Material Storage. If it is not, add it to your hand.
1	Common	42	Hunter	封龍剣【超絶一門】	Enduring Schism	600	4★	Dual Blades	Dual Blades	Shell (Yellow)	-	-	-	クックSシリーズ	-	-	<オート / キャンプ>:このカードが手札か準備ゾーンからキャンプ に出た時、あなたの手札を1枚選んで、捨てる。捨てたならば、あなたの 山札から『片手剣』を1枚まで選んで、相手に見せてから手札に加える。 その後、シャッフルする。{{{LINEBREAK}}}<オープン>: 狩場にある『片手剣』を1枚選んで、狩りの終了時まで、 パワー+300。	村上 ヒサシ	Kut-Ku S Armor	-	-	<Auto/Camp>: When this card is sent to the Camp from your hand or Preparation Zone, choose 1 card from your hand and discard it. If you discard it, choose up to 1 "Sword and Shield" from your deck, show it to your opponent, and add it to your hand. Then shuffle.	<Auto/Camp> : When this card is sent to the camp from your hand or Preparation zone, you may choose 1 card from your hand and discard it. You may then search your deck for one "Sword and Shield" Hunter. Reveal it, then add it to your hand and shuffle your deck.
1	Rare	43	Hunter	双聖剣ギルドナイト	Holy Guild Knight	900	6★	Dual Blades	Dual Blades	Mantle (Red)	-	-	-	キリンXシリーズ	-	-	<オート / 狩場>: あなたの準備ゾーンにある裏向きのカード1枚につき、このカードのパワー+300。	AMON	Kirin X Armor	-	-	<Auto/Hunting Ground>: This card gets +300 Power for each face down card in your Preparation Zone.	
1	Common	44	Hunter	ブルタスクハンマー	Bull Tusk Hammer	400	2★	Hammer	-	0	-	-	-	ゲリョスシリーズ	-	-	-	Mitsuhiro Arita	Gypceros Armor	-	-	-	
1	Common	45	Hunter	アイアンインパクト	Iron Impact	600	4★	Hammer	Hammer	2	-	-	-	クシャナSシリーズ	-	-	<オート / キャンプ>:このカードが手札か準備ゾーンからキャンプ に出た時、あなたの手札を1枚選んで、捨てる。捨てたならば、あなたの 山札から『狩猟笛』を1枚まで選んで、相手に見せてから手札に加える。 その後、シャッフルする。{{{LINEBREAK}}}<オープン>: 狩場にある『狩猟笛』を1枚選んで、狩りの終了時まで、 パワー+300。	shukei	Kushala S Armor	-	-	<Auto/Camp>: When this card is sent to the Camp from your hand or Preparation Zone, choose 1 card from your hand and discard it. If you discard it, choose up to 1 "Hunting Horn" from your deck, reveal it and add it to your hand. Then shuffle your deck.{{{LINEBREAK}}}<Open>: Select 1 "Hunting Horn" in your Hunting Ground and give it +300 Power until the end of the hunt.	***Used same wording as B01-34
1	Uncommon	46	Hunter	角竜鎚カオスレンダー	Diablos Chaos Breaker	600	4★	Hammer	Hammer	Shell (Yellow)	-	-	-	カイザーSシリーズ	-	-	<アクティヴ / 準備ゾーン>[このカードを捨てる+狩場にある あなたの『ハンマー』を横向きにする+素材②]: この能力はあなた のターンにしか使用できない。狩場にあるハンターを1枚選んで、 横向きにする。	春乃壱	Kaiser S Armor	-	-	<Active/Preparation Zone> [Discard this card + Turn your "Hammer" in the Hunting Ground horizontal + Material ②]: This ability can only be used during your turn. Select 1 Hunter in the Hunting Ground and turn it horizontal.	Same text as B01-69
1	Rare	47	Hunter	極鎚ジャガーノート	Juggernaut	1500	5★	Hammer	Hammer	7	-	-	-	コンガZシリーズ	-	-	-	甲壱	Conga Z Armor	-	-	-	
1	Common	48	Hunter	サクラノリコーダー	Coral Chordmaker	400	2★	Hunting Horn	-	0	-	-	-	ボーンシリーズ	-	-	-	百瀬 寿	Bone Armor	-	-	-	
1	Common	49	Hunter	ブラッドフルート	Blood Flute	700	4★	Hunting Horn	Hunting Horn	Hide (Yellow)	-	-	-	ブランゴSシリーズ	-	-	<アクティヴ / 狩場> [このカードを横向きにする+あなたの準備 ゾーンにある「ブラッドフルート」を1枚選んで、捨てる]:カードを 2枚引く。	Daisuke Izuka	Blango S Armor	-	-	<Active/Hunting Ground> [Turn this card horizontal + choose 1 "Blood Flute" in your Preparation Zone and discard it]: Draw 2 cards.	<Active/Hunting Ground>{{{LINEBREAK}}}[Discard 1 "Blood Flute" Hunter within your Preparation Zone and turn this card horizontal]: Draw 2 cards
1	Uncommon	50	Hunter	龍木ノ笛【宿神】	Spirit Dragonwood Horn	700	4★	Hunting Horn	Hunting Horn	Shell (Yellow)	-	-	-	ミヅハ覇シリーズ	-	-	<アクティヴ/キャンプ>[このカードを横向きにする]:狩場に あるハンターかギルドモンスターを1枚選んで、狩りの終了時まで、 パワー+300。	shukei	Mizuha S Armor	-	-	<Active/Camp> [Turn this card horizontal]: Select 1 Hunter or Guild Monster in the Hunting Ground and give it +300 Power until the end of the hunt.	<Active/Camp> {{{LINEBREAK}}}[Turn this card horizontal] : Give +300 Power to any 1 Hunter or Guild Monster in the Hunting Ground until the end of this hunt.
1	Rare	51	Hunter	女王笛ランゴスタ	Queen's Flute	1200	5★	Hunting Horn	Hunting Horn	Bug (Red)	-	-	-	エンプレスXシリーズ	-	-	<オート / キャンプ>: あなたの素材置場にある「クイーンランゴスタ」1枚につき、あなたのGP +200。	増田 幹生	Empress X Armor	-	-	<Auto/Camp>: For each "Vespoid Queen" in your Material Storage, you gain +200 GP.	
1	Common	52	Hunter	ブルーテイル	Blue Tail	400	2★	Lance	-	0	-	-	-	チェーンシリーズ	-	-	-	toma	Chain Armor	-	-	-	
1	Common	53	Hunter	ツキサシ	Ceanataur Piercer	700	3★	Lance	Lance	Crab (Yellow)	-	-	-	マカルパUシリーズ	-	-	<アクティヴ / キャンプ>[このカードを横向きにする]:あなたの 山札から「ガノトトス」を1枚まで選んで、相手に見せてから手札に 加える。その後、シャッフルする。	Daisuke Izuka	Makluva U Armor	-	-	<Active/Camp> [Turn this card horizontal]: Choose up to 1 "Plesioth" from your deck, show it to your opponent, and add it to your hand. Then shuffle.	<Active/Camp> [Turn this card horizontal]: Search your deck for up to 1 "Plesioth" card, reveal it and add it to your hand. Then shuffle your deck.
1	Uncommon	54	Hunter	ブループロミネンス	Blue Prominence	700	4★	Lance	Lance	Crab (Yellow)	-	-	-	ザザミSシリーズ	-	-	<オープン>[素材①]: 狩場にあるあなたの『ガンランス』を1枚 選んで、1つ後ろに移動する。	村上 ヒサシ	Hermitaur S Armor	-	-	<Open> [Material ①]: Choose one of your "Gunlance" cards in the Hunting Ground and move it one space back.	<Open> [Material ①]: Choose one of your "Gunlance" Hunter in the Hunting Ground and move it one space back.
1	Rare	55	Hunter	ダークネス	Darkness	1300	5★	Lance	Lance	Mantle (Red)	-	-	-	グラビドXシリーズ	-	-	<オート / 狩場>: 狩場にあるハンターの中でこのカードが先頭にある場合、このカードのパワー+400。	dhr dhr	Gravios X Armor	-	-	<Auto/Hunting Ground>: If this card is the lead Hunter in the Hunting Ground, this card gets +400 Power.	
1	Common	56	Hunter	近衛隊正式銃槍	Defender's Gunlance	400	2★	Gunlance	-	0	-	-	-	ハイメタシリーズ	-	-	-	koji	High Metal Armor	-	-	-	
1	Common	57	Hunter	海王槍リヴァイアサン	Leviathan Gunlance	600	4★	Gunlance	Gunlance	Scale (Yellow)	-	-	-	ザザミSシリーズ	-	-	<オート/キャンプ>:このカードが手札か準備ゾーンからキャンプに 出た時、あなたの手札を1枚選んで、捨てる。捨てたならば、あなたの 山札から『ランス』を1枚まで選んで、相手に見せてから手札に加える。 その後、シャッフルする。{{{LINEBREAK}}}<オープン>[素材①]: 狩場にあるあなたの『ランス』を1枚選んで、 1つ前に移動する。	タカヤマ トシアキ	Hermitaur S Armor	-	-	<Auto/Camp>: When this card is sent to the camp from your hand or Preparation Zone, choose 1 card from your hand and discard it. If you discard it, choose up to 1 "Lance" card from your deck, show it to your opponent, and add it to your hand. Then shuffle.{{{LINEBREAK}}}<Open> [Material ①]: Select one of your "Lance" cards in the Hunting Ground and move it one space forward.	<Auto/Camp> : When this card is sent to the Camp from your hand or Preparation Zone, you may discard one card from your hand to search your deck for one "Lance" Hunter. Reveal it and add it to your hand. Then shuffle your deck.{{{LINEBREAK}}}<Open> [Material ①] : Select one of your "Lance" Hunters in the Hunting Ground and advance it’s position.
1	Uncommon	58	Hunter	ガンチャリオット	Chariot Gun	400	4★	Gunlance	Gunlance	Shell (Yellow)	-	-	-	バトルUシリーズ	-	-	<オート / 狩場>:キャンプか狩場にこのカード以外のあなたの 『ガンランス』がある場合、このカードのパワー+500。	杉浦 善夫	Battle U Armor	-	-	<Auto/Hunting Ground>: If you have another "Gunlance" card in your Camp or Hunting Ground, this card gets +500 Power.	<Auto/Hunting Ground> : This card gets +500 Power if you have another "Gunlance" Hunter within your Camp or in the Hunting Ground.
1	Rare	59	Hunter	ジェネシス	Progenesis	400	6★	Gunlance	Gunlance	Mantle (Red)	-	-	-	バサルXシリーズ	-	-	<アクティヴ/狩場>[手札③]: 狩りの終了時まで、狩場にあるター ゲットモンスターのパワー-1000。	杉浦 善夫	Basarios X Armor	-	-	<Active/Hunting Ground> [Hand Card ③]: Until the end of the hunt, Target Monsters in the Hunting Ground get -1000 Power.	
1	Common	60	Hunter	ジェイドストーム	Jade Storm	200	1★	Light Bowgun	-	0	-	-	-	バトルシリーズ	-	-	<オート / 狩場>: あなたの素材置場にカードがある場合、この カードのパワー+300。	NINNIN	Battle Armor	-	-	<Auto/Hunting Ground>: If you have a card in your Material Storage, this card gets +300 Power.	<Auto/Hunting Ground> : If there are any cards in your Material Storage, this card gets +300 Power.
1	Common	61	Hunter	ゴールドヴァルキリー	Golden Valkyrie	500	4★	Light Bowgun	Light Bowgun	Scale (Yellow)	-	-	-	メルホアUシリーズ	-	-	<オート / 狩場>: あなたの素材置場にあるカード1枚につき、 このカードのパワー+100。	春乃壱	Melahoa U Armor	-	-	<Auto/Hunting Ground>: For each card in your Material Storage, this card gets +100 Power.	
1	Uncommon	62	Hunter	ヒドゥンゲイズ	Hidden Eye	700	4★	Light Bowgun	Light Bowgun	Scale (Yellow)	-	-	-	ディアブロSシリーズ	-	-	<アクティヴ/準備ゾーン>[このカードを捨てる]:狩場にある 『ライトボウガン』を1枚選んで、狩りの終了時まで、パワー+500。	トニーたげざき	Diablos S Armor	-	-	<Active/Preparation Zone> [Discard this card]: Choose a "Light Bowgun" card in the Hunting Ground and give it +500 Power until the end of the hunt.	<Active/Preparation Zone> [Discard this card]: Choose a "Light Bowgun" Hunter in the Hunting Ground and give it +500 Power until the end of the hunt.
1	Rare	63	Hunter	マジンノランプ	Genie's Lamp	1200	6★	Light Bowgun	Light Bowgun	Mantle (Red)	-	-	-	コンガZシリーズ	-	-	<オート / キャンプ>:このカードが手札か準備ゾーンからキャンプ に出た時、相手の準備ゾーンにあるカードを2枚まで選んで、表向き にする。	Noran Gom	Conga Z Armor	-	-	<Auto/Camp>: When this card is sent to the Camp from your hand or Preparation Zone, choose up to 2 cards in your opponent's Preparation Zone and flip them face up.	
1	Common	64	Hunter	ボーンシューター	Bone Blaster	300	1★	Heavy Bowgun	-	0	-	-	-	ギアノスシリーズ	-	-	<アクティヴ / 狩場> [あなたの準備ゾーンにある表向きのカード を1枚選んで、捨てる]:狩りの終了時まで、このカードのパワー +200。	添田 一平	Giaprey Armor	-	-	<Active/Hunting Ground> [Choose 1 face up card in your Preparation Zone and discard it]: Until the end of the hunt, this card gets +200 Power.	<Active/Hunting Ground>{{{LINEBREAK}}}[Discard 1 face up card in your Preparation Zone] : This card gets +200 Power until the end of the hunt.
1	Common	65	Hunter	デザートダイバー	Desert Diver	700	3★	Heavy Bowgun	Heavy Bowgun	Scale (Yellow)	-	-	-	ナルガSシリーズ	-	-	<オープン>[素材①]: 狩場にあるあなたの『ヘビィボウガン』を 1枚選んで、1番後ろに移動する。	西野 幸治	Narga S Armor	-	-	<Open> [Material ①]: Choose 1 of your "Heavy Bowgun" cards in the Hunting Ground and move it to the back.	<Open> {{{LINEBREAK}}}[Material ① ] : Choose 1 of your "Heavy Bowgun" Hunters in the Hunting Ground and move it to the back of the Hunting Ground.
1	Uncommon	66	Hunter	老山龍砲・覇	Supreme Lao-Shan Cannon	700	3★	Heavy Bowgun	Heavy Bowgun	Scale (Yellow)	-	-	-	ブランゴSシリーズ	-	-	<アクティヴ / 狩場> [あなたの準備ゾーンにある表向きのカードを1枚選んで、捨てる]: 狩りの終了時まで、このカードのパワー{{{LINEBREAK}}}+300。	三好 載克	Blango S Armor	-	-	<Active/Hunting Ground> [Choose 1 face up card in your Preparation Zone and discard it]: Until the end of the hunt, this card gets +300 Power.	<Active/Hunting Ground>{{{LINEBREAK}}}[Discard 1 face-up card in your Preparation Zone] : This card gets +300 Power until the end of the hunt.
1	Rare	67	Hunter	龍木ノ古砲【荒神】	Ancient Dragonwood Cannon	1000	6★	Heavy Bowgun	Heavy Bowgun	Mantle (Red)	-	-	-	ギザミXシリーズ	-	-	<アクティヴ / 狩場> [あなたの準備ゾーンにある表向きのカード を1枚選んで、捨てる]: 狩りの終了時まで、このカードのパワー +400。	タカヤマ トシアキ	Ceanataur X Armor	-	-	<Active/Hunting Ground> [Choose a face up card in your Preparation Zone and discard it]: Until the end of the hunt, this card gets +400 Power.	<Active/Hunting Ground>{{{LINEBREAK}}}[Discard a face up card in the Preparation Zone] : This card gets +400 Power until the end of the hunt.
